states,cases,date
ar,0,01-Apr-20
as,0,01-Apr-20
br,0,01-Apr-20
ch,0,01-Apr-20
ct,0,01-Apr-20
dd,0,01-Apr-20
dl,0,01-Apr-20
dn,0,01-Apr-20
ga,0,01-Apr-20
gj,0,01-Apr-20
hp,0,01-Apr-20
hr,0,01-Apr-20
jh,0,01-Apr-20
jk,0,01-Apr-20
ka,0,01-Apr-20
kl,0,01-Apr-20
la,0,01-Apr-20
ld,0,01-Apr-20
mh,3,01-Apr-20
ml,0,01-Apr-20
mn,0,01-Apr-20
mp,1,01-Apr-20
mz,0,01-Apr-20
nl,0,01-Apr-20
or,0,01-Apr-20
pb,0,01-Apr-20
py,0,01-Apr-20
rj,0,01-Apr-20
sk,0,01-Apr-20
tg,3,01-Apr-20
tn,0,01-Apr-20
tr,0,01-Apr-20
tt,9,01-Apr-20
un,0,01-Apr-20
up,2,01-Apr-20
ut,0,01-Apr-20
wb,0,01-Apr-20
an,0,02-Apr-20
ap,38,02-Apr-20
ar,1,02-Apr-20
as,0,02-Apr-20
br,5,02-Apr-20
ch,1,02-Apr-20
ct,0,02-Apr-20
dd,0,02-Apr-20
dl,141,02-Apr-20
dn,0,02-Apr-20
ga,0,02-Apr-20
gj,1,02-Apr-20
hp,3,02-Apr-20
hr,6,02-Apr-20
jh,1,02-Apr-20
jk,8,02-Apr-20
ka,14,02-Apr-20
kl,21,02-Apr-20
la,0,02-Apr-20
ld,0,02-Apr-20
mh,88,02-Apr-20
ml,0,02-Apr-20
mn,1,02-Apr-20
mp,9,02-Apr-20
mz,0,02-Apr-20
nl,0,02-Apr-20
or,0,02-Apr-20
pb,1,02-Apr-20
py,2,02-Apr-20
rj,13,02-Apr-20
sk,0,02-Apr-20
tg,27,02-Apr-20
tn,75,02-Apr-20
tr,0,02-Apr-20
tt,486,02-Apr-20
un,0,02-Apr-20
up,11,02-Apr-20
ut,3,02-Apr-20
wb,16,02-Apr-20
an,0,02-Apr-20
ap,0,02-Apr-20
ar,0,02-Apr-20
as,0,02-Apr-20
br,3,02-Apr-20
ch,0,02-Apr-20
ct,1,02-Apr-20
dd,0,02-Apr-20
dl,2,02-Apr-20
dn,0,02-Apr-20
ga,0,02-Apr-20
gj,5,02-Apr-20
hp,0,02-Apr-20
hr,0,02-Apr-20
jh,0,02-Apr-20
jk,1,02-Apr-20
ka,2,02-Apr-20
kl,2,02-Apr-20
la,0,02-Apr-20
ld,0,02-Apr-20
mh,3,02-Apr-20
ml,0,02-Apr-20
mn,0,02-Apr-20
mp,0,02-Apr-20
mz,0,02-Apr-20
nl,0,02-Apr-20
or,0,02-Apr-20
pb,0,02-Apr-20
py,0,02-Apr-20
rj,0,02-Apr-20
sk,0,02-Apr-20
tg,3,02-Apr-20
tn,0,02-Apr-20
tr,0,02-Apr-20
tt,22,02-Apr-20
un,0,02-Apr-20
up,0,02-Apr-20
ut,0,02-Apr-20
wb,0,02-Apr-20
an,0,02-Apr-20
ap,0,02-Apr-20
ar,0,02-Apr-20
as,0,02-Apr-20
br,0,02-Apr-20
ch,0,02-Apr-20
ct,0,02-Apr-20
dd,0,02-Apr-20
dl,2,02-Apr-20
dn,0,02-Apr-20
ga,0,02-Apr-20
gj,1,02-Apr-20
hp,0,02-Apr-20
hr,0,02-Apr-20
jh,0,02-Apr-20
jk,0,02-Apr-20
ka,0,02-Apr-20
kl,0,02-Apr-20
la,0,02-Apr-20
ld,0,02-Apr-20
mh,8,02-Apr-20
ml,0,02-Apr-20
mn,0,02-Apr-20
mp,2,02-Apr-20
mz,0,02-Apr-20
nl,0,02-Apr-20
or,0,02-Apr-20
pb,1,02-Apr-20
py,0,02-Apr-20
rj,0,02-Apr-20
sk,0,02-Apr-20
tg,0,02-Apr-20
tn,0,02-Apr-20
tr,0,02-Apr-20
tt,14,02-Apr-20
un,0,02-Apr-20
up,0,02-Apr-20
ut,0,02-Apr-20
wb,0,02-Apr-20
an,0,03-Apr-20
ap,15,03-Apr-20
ar,0,03-Apr-20
as,7,03-Apr-20
br,2,03-Apr-20
ch,0,03-Apr-20
ct,0,03-Apr-20
dd,0,03-Apr-20
dl,93,03-Apr-20
dn,0,03-Apr-20
ga,1,03-Apr-20
gj,7,03-Apr-20
hp,0,03-Apr-20
hr,9,03-Apr-20
jh,0,03-Apr-20
jk,5,03-Apr-20
ka,4,03-Apr-20
kl,9,03-Apr-20
la,1,03-Apr-20
ld,0,03-Apr-20
mh,64,03-Apr-20
ml,0,03-Apr-20
mn,0,03-Apr-20
mp,47,03-Apr-20
mz,0,03-Apr-20
nl,0,03-Apr-20
or,15,03-Apr-20
pb,6,03-Apr-20
py,0,03-Apr-20
rj,46,03-Apr-20
sk,0,03-Apr-20
tg,75,03-Apr-20
tn,102,03-Apr-20
tr,0,03-Apr-20
tt,560,03-Apr-20
un,0,03-Apr-20
up,46,03-Apr-20
ut,6,03-Apr-20
wb,0,03-Apr-20
an,0,03-Apr-20
ap,0,03-Apr-20
ar,0,03-Apr-20
as,0,03-Apr-20
br,0,03-Apr-20
ch,0,03-Apr-20
ct,0,03-Apr-20
dd,0,03-Apr-20
dl,0,03-Apr-20
dn,0,03-Apr-20
ga,0,03-Apr-20
gj,0,03-Apr-20
hp,0,03-Apr-20
hr,0,03-Apr-20
jh,0,03-Apr-20
jk,0,03-Apr-20
ka,0,03-Apr-20
kl,14,03-Apr-20
la,0,03-Apr-20
ld,0,03-Apr-20
mh,8,03-Apr-20
ml,0,03-Apr-20
mn,0,03-Apr-20
mp,0,03-Apr-20
mz,0,03-Apr-20
nl,0,03-Apr-20
or,1,03-Apr-20
pb,0,03-Apr-20
py,0,03-Apr-20
rj,0,03-Apr-20
sk,0,03-Apr-20
tg,15,03-Apr-20
tn,0,03-Apr-20
tr,0,03-Apr-20
tt,38,03-Apr-20
un,0,03-Apr-20
up,0,03-Apr-20
ut,0,03-Apr-20
wb,0,03-Apr-20
an,0,03-Apr-20
ap,1,03-Apr-20
ar,0,03-Apr-20
as,0,03-Apr-20
br,0,03-Apr-20
ch,0,03-Apr-20
ct,0,03-Apr-20
dd,0,03-Apr-20
dl,2,03-Apr-20
dn,0,03-Apr-20
ga,0,03-Apr-20
gj,2,03-Apr-20
hp,1,03-Apr-20
hr,0,03-Apr-20
jh,0,03-Apr-20
jk,0,03-Apr-20
ka,1,03-Apr-20
kl,0,03-Apr-20
la,0,03-Apr-20
ld,0,03-Apr-20
mh,5,03-Apr-20
ml,0,03-Apr-20
mn,0,03-Apr-20
mp,0,03-Apr-20
mz,0,03-Apr-20
nl,0,03-Apr-20
or,0,03-Apr-20
pb,0,03-Apr-20
py,0,03-Apr-20
rj,0,03-Apr-20
sk,0,03-Apr-20
tg,2,03-Apr-20
tn,0,03-Apr-20
tr,0,03-Apr-20
tt,14,03-Apr-20
un,0,03-Apr-20
up,0,03-Apr-20
ut,0,03-Apr-20
wb,0,03-Apr-20
an,0,04-Apr-20
ap,28,04-Apr-20
ar,0,04-Apr-20
as,3,04-Apr-20
br,1,04-Apr-20
ch,0,04-Apr-20
ct,1,04-Apr-20
dd,0,04-Apr-20
dl,59,04-Apr-20
dn,0,04-Apr-20
ga,1,04-Apr-20
gj,13,04-Apr-20
hp,7,04-Apr-20
hr,26,04-Apr-20
jh,0,04-Apr-20
jk,17,04-Apr-20
ka,16,04-Apr-20
kl,11,04-Apr-20
la,0,04-Apr-20
ld,0,04-Apr-20
mh,148,04-Apr-20
ml,0,04-Apr-20
mn,0,04-Apr-20
mp,25,04-Apr-20
mz,0,04-Apr-20
nl,0,04-Apr-20
or,1,04-Apr-20
pb,12,04-Apr-20
py,0,04-Apr-20
rj,27,04-Apr-20
sk,0,04-Apr-20
tg,43,04-Apr-20
tn,74,04-Apr-20
tr,0,04-Apr-20
tt,579,04-Apr-20
un,0,04-Apr-20
up,60,04-Apr-20
ut,6,04-Apr-20
wb,0,04-Apr-20
an,0,04-Apr-20
ap,0,04-Apr-20
ar,0,04-Apr-20
as,0,04-Apr-20
br,0,04-Apr-20
ch,3,04-Apr-20
ct,0,04-Apr-20
dd,0,04-Apr-20
dl,8,04-Apr-20
dn,0,04-Apr-20
ga,0,04-Apr-20
gj,3,04-Apr-20
hp,0,04-Apr-20
hr,1,04-Apr-20
jh,0,04-Apr-20
jk,0,04-Apr-20
ka,0,04-Apr-20
kl,8,04-Apr-20
la,0,04-Apr-20
ld,0,04-Apr-20
mh,2,04-Apr-20
ml,0,04-Apr-20
mn,0,04-Apr-20
mp,0,04-Apr-20
mz,0,04-Apr-20
nl,0,04-Apr-20
or,0,04-Apr-20
pb,2,04-Apr-20
py,0,04-Apr-20
rj,22,04-Apr-20
sk,0,04-Apr-20
tg,1,04-Apr-20
tn,2,04-Apr-20
tr,0,04-Apr-20
tt,56,04-Apr-20
un,0,04-Apr-20
up,4,04-Apr-20
ut,0,04-Apr-20
wb,0,04-Apr-20
an,0,04-Apr-20
ap,0,04-Apr-20
ar,0,04-Apr-20
as,0,04-Apr-20
br,0,04-Apr-20
ch,0,04-Apr-20
ct,0,04-Apr-20
dd,0,04-Apr-20
dl,0,04-Apr-20
dn,0,04-Apr-20
ga,0,04-Apr-20
gj,1,04-Apr-20
hp,0,04-Apr-20
hr,0,04-Apr-20
jh,0,04-Apr-20
jk,0,04-Apr-20
ka,0,04-Apr-20
kl,0,04-Apr-20
la,0,04-Apr-20
ld,0,04-Apr-20
mh,6,04-Apr-20
ml,0,04-Apr-20
mn,0,04-Apr-20
mp,3,04-Apr-20
mz,0,04-Apr-20
nl,0,04-Apr-20
or,0,04-Apr-20
pb,0,04-Apr-20
py,0,04-Apr-20
rj,1,04-Apr-20
sk,0,04-Apr-20
tg,0,04-Apr-20
tn,2,04-Apr-20
tr,0,04-Apr-20
tt,13,04-Apr-20
un,0,04-Apr-20
up,0,04-Apr-20
ut,0,04-Apr-20
wb,0,04-Apr-20
an,0,05-Apr-20
ap,64,05-Apr-20
ar,0,05-Apr-20
as,0,05-Apr-20
br,0,05-Apr-20
ch,0,05-Apr-20
ct,0,05-Apr-20
dd,0,05-Apr-20
dl,58,05-Apr-20
dn,0,05-Apr-20
ga,0,05-Apr-20
gj,20,05-Apr-20
hp,1,05-Apr-20
hr,6,05-Apr-20
jh,1,05-Apr-20
jk,14,05-Apr-20
ka,7,05-Apr-20
kl,8,05-Apr-20
la,0,05-Apr-20
ld,0,05-Apr-20
mh,112,05-Apr-20
ml,0,05-Apr-20
mn,0,05-Apr-20
mp,14,05-Apr-20
mz,0,05-Apr-20
nl,0,05-Apr-20
or,18,05-Apr-20
pb,3,05-Apr-20
py,0,05-Apr-20
rj,60,05-Apr-20
sk,0,05-Apr-20
tg,62,05-Apr-20
tn,86,05-Apr-20
tr,0,05-Apr-20
tt,609,05-Apr-20
un,0,05-Apr-20
up,44,05-Apr-20
ut,4,05-Apr-20
wb,27,05-Apr-20
an,0,05-Apr-20
ap,3,05-Apr-20
ar,0,05-Apr-20
as,0,05-Apr-20
br,0,05-Apr-20
ch,2,05-Apr-20
ct,5,05-Apr-20
dd,0,05-Apr-20
dl,0,05-Apr-20
dn,0,05-Apr-20
ga,0,05-Apr-20
gj,8,05-Apr-20
hp,0,05-Apr-20
hr,0,05-Apr-20
jh,0,05-Apr-20
jk,1,05-Apr-20
ka,1,05-Apr-20
kl,6,05-Apr-20
la,0,05-Apr-20
ld,0,05-Apr-20
mh,4,05-Apr-20
ml,0,05-Apr-20
mn,0,05-Apr-20
mp,3,05-Apr-20
mz,0,05-Apr-20
nl,0,05-Apr-20
or,0,05-Apr-20
pb,1,05-Apr-20
py,0,05-Apr-20
rj,0,05-Apr-20
sk,0,05-Apr-20
tg,0,05-Apr-20
tn,0,05-Apr-20
tr,0,05-Apr-20
tt,43,05-Apr-20
un,0,05-Apr-20
up,0,05-Apr-20
ut,2,05-Apr-20
wb,7,05-Apr-20
an,0,05-Apr-20
ap,0,05-Apr-20
ar,0,05-Apr-20
as,0,05-Apr-20
br,0,05-Apr-20
ch,0,05-Apr-20
ct,0,05-Apr-20
dd,0,05-Apr-20
dl,1,05-Apr-20
dn,0,05-Apr-20
ga,0,05-Apr-20
gj,1,05-Apr-20
hp,0,05-Apr-20
hr,0,05-Apr-20
jh,0,05-Apr-20
jk,0,05-Apr-20
ka,0,05-Apr-20
kl,0,05-Apr-20
la,0,05-Apr-20
ld,0,05-Apr-20
mh,13,05-Apr-20
ml,0,05-Apr-20
mn,0,05-Apr-20
mp,2,05-Apr-20
mz,0,05-Apr-20
nl,0,05-Apr-20
or,0,05-Apr-20
pb,2,05-Apr-20
py,0,05-Apr-20
rj,0,05-Apr-20
sk,0,05-Apr-20
tg,0,05-Apr-20
tn,2,05-Apr-20
tr,0,05-Apr-20
tt,22,05-Apr-20
un,0,05-Apr-20
up,1,05-Apr-20
ut,0,05-Apr-20
wb,0,05-Apr-20
an,0,06-Apr-20
ap,47,06-Apr-20
ar,0,06-Apr-20
as,0,06-Apr-20
br,0,06-Apr-20
ch,0,06-Apr-20
ct,0,06-Apr-20
dd,0,06-Apr-20
dl,22,06-Apr-20
dn,0,06-Apr-20
ga,0,06-Apr-20
gj,18,06-Apr-20
hp,4,06-Apr-20
hr,20,06-Apr-20
jh,1,06-Apr-20
jk,3,06-Apr-20
ka,12,06-Apr-20
kl,13,06-Apr-20
la,0,06-Apr-20
ld,0,06-Apr-20
mh,121,06-Apr-20
ml,0,06-Apr-20
mn,0,06-Apr-20
mp,63,06-Apr-20
mz,0,06-Apr-20
nl,0,06-Apr-20
or,1,06-Apr-20
pb,11,06-Apr-20
py,0,06-Apr-20
rj,35,06-Apr-20
sk,0,06-Apr-20
tg,30,06-Apr-20
tn,50,06-Apr-20
tr,1,06-Apr-20
tt,484,06-Apr-20
un,0,06-Apr-20
up,27,06-Apr-20
ut,5,06-Apr-20
wb,0,06-Apr-20
an,0,06-Apr-20
ap,0,06-Apr-20
ar,0,06-Apr-20
as,0,06-Apr-20
br,6,06-Apr-20
ch,0,06-Apr-20
ct,0,06-Apr-20
dd,0,06-Apr-20
dl,0,06-Apr-20
dn,0,06-Apr-20
ga,0,06-Apr-20
gj,1,06-Apr-20
hp,0,06-Apr-20
hr,0,06-Apr-20
jh,0,06-Apr-20
jk,0,06-Apr-20
ka,8,06-Apr-20
kl,3,06-Apr-20
la,7,06-Apr-20
ld,0,06-Apr-20
mh,14,06-Apr-20
ml,0,06-Apr-20
mn,1,06-Apr-20
mp,8,06-Apr-20
mz,0,06-Apr-20
nl,0,06-Apr-20
or,0,06-Apr-20
pb,0,06-Apr-20
py,0,06-Apr-20
rj,0,06-Apr-20
sk,0,06-Apr-20
tg,12,06-Apr-20
tn,5,06-Apr-20
tr,0,06-Apr-20
tt,65,06-Apr-20
un,0,06-Apr-20
up,0,06-Apr-20
ut,0,06-Apr-20
wb,0,06-Apr-20
an,0,06-Apr-20
ap,2,06-Apr-20
ar,0,06-Apr-20
as,0,06-Apr-20
br,0,06-Apr-20
ch,0,06-Apr-20
ct,0,06-Apr-20
dd,0,06-Apr-20
dl,0,06-Apr-20
dn,0,06-Apr-20
ga,0,06-Apr-20
gj,1,06-Apr-20
hp,0,06-Apr-20
hr,2,06-Apr-20
jh,0,06-Apr-20
jk,0,06-Apr-20
ka,0,06-Apr-20
kl,0,06-Apr-20
la,0,06-Apr-20
ld,0,06-Apr-20
mh,7,06-Apr-20
ml,0,06-Apr-20
mn,0,06-Apr-20
mp,2,06-Apr-20
mz,0,06-Apr-20
nl,0,06-Apr-20
or,0,06-Apr-20
pb,0,06-Apr-20
py,0,06-Apr-20
rj,1,06-Apr-20
sk,0,06-Apr-20
tg,0,06-Apr-20
tn,1,06-Apr-20
tr,0,06-Apr-20
tt,16,06-Apr-20
un,0,06-Apr-20
up,0,06-Apr-20
ut,0,06-Apr-20
wb,0,06-Apr-20
an,0,07-Apr-20
ap,11,07-Apr-20
ar,0,07-Apr-20
as,2,07-Apr-20
br,6,07-Apr-20
ch,0,07-Apr-20
ct,0,07-Apr-20
dd,0,07-Apr-20
dl,51,07-Apr-20
dn,0,07-Apr-20
ga,0,07-Apr-20
gj,29,07-Apr-20
hp,9,07-Apr-20
hr,33,07-Apr-20
jh,0,07-Apr-20
jk,16,07-Apr-20
ka,12,07-Apr-20
kl,9,07-Apr-20
la,0,07-Apr-20
ld,0,07-Apr-20
mh,150,07-Apr-20
ml,0,07-Apr-20
mn,0,07-Apr-20
mp,34,07-Apr-20
mz,0,07-Apr-20
nl,0,07-Apr-20
or,2,07-Apr-20
pb,20,07-Apr-20
py,0,07-Apr-20
rj,42,07-Apr-20
sk,0,07-Apr-20
tg,40,07-Apr-20
tn,69,07-Apr-20
tr,0,07-Apr-20
tt,572,07-Apr-20
un,0,07-Apr-20
up,27,07-Apr-20
ut,0,07-Apr-20
wb,11,07-Apr-20
an,0,07-Apr-20
ap,0,07-Apr-20
ar,0,07-Apr-20
as,0,07-Apr-20
br,6,07-Apr-20
ch,2,07-Apr-20
ct,1,07-Apr-20
dd,0,07-Apr-20
dl,4,07-Apr-20
dn,0,07-Apr-20
ga,0,07-Apr-20
gj,3,07-Apr-20
hp,1,07-Apr-20
hr,2,07-Apr-20
jh,0,07-Apr-20
jk,0,07-Apr-20
ka,5,07-Apr-20
kl,12,07-Apr-20
la,0,07-Apr-20
ld,0,07-Apr-20
mh,9,07-Apr-20
ml,0,07-Apr-20
mn,0,07-Apr-20
mp,10,07-Apr-20
mz,0,07-Apr-20
nl,0,07-Apr-20
or,0,07-Apr-20
pb,10,07-Apr-20
py,1,07-Apr-20
rj,0,07-Apr-20
sk,0,07-Apr-20
tg,0,07-Apr-20
tn,6,07-Apr-20
tr,0,07-Apr-20
tt,75,07-Apr-20
un,0,07-Apr-20
up,0,07-Apr-20
ut,0,07-Apr-20
wb,3,07-Apr-20
an,0,07-Apr-20
ap,1,07-Apr-20
ar,0,07-Apr-20
as,0,07-Apr-20
br,0,07-Apr-20
ch,0,07-Apr-20
ct,0,07-Apr-20
dd,0,07-Apr-20
dl,2,07-Apr-20
dn,0,07-Apr-20
ga,0,07-Apr-20
gj,2,07-Apr-20
hp,0,07-Apr-20
hr,0,07-Apr-20
jh,0,07-Apr-20
jk,1,07-Apr-20
ka,0,07-Apr-20
kl,0,07-Apr-20
la,0,07-Apr-20
ld,0,07-Apr-20
mh,12,07-Apr-20
ml,0,07-Apr-20
mn,0,07-Apr-20
mp,6,07-Apr-20
mz,0,07-Apr-20
nl,0,07-Apr-20
or,1,07-Apr-20
pb,1,07-Apr-20
py,0,07-Apr-20
rj,0,07-Apr-20
sk,0,07-Apr-20
tg,0,07-Apr-20
tn,1,07-Apr-20
tr,0,07-Apr-20
tt,27,07-Apr-20
un,0,07-Apr-20
up,0,07-Apr-20
ut,0,07-Apr-20
wb,0,07-Apr-20
an,1,08-Apr-20
ap,34,08-Apr-20
ar,0,08-Apr-20
as,0,08-Apr-20
br,1,08-Apr-20
ch,0,08-Apr-20
ct,0,08-Apr-20
dd,0,08-Apr-20
dl,93,08-Apr-20
dn,0,08-Apr-20
ga,0,08-Apr-20
gj,11,08-Apr-20
hp,0,08-Apr-20
hr,24,08-Apr-20
jh,0,08-Apr-20
jk,33,08-Apr-20
ka,6,08-Apr-20
kl,9,08-Apr-20
la,0,08-Apr-20
ld,0,08-Apr-20
mh,117,08-Apr-20
ml,0,08-Apr-20
mn,0,08-Apr-20
mp,51,08-Apr-20
mz,0,08-Apr-20
nl,0,08-Apr-20
or,0,08-Apr-20
pb,7,08-Apr-20
py,0,08-Apr-20
rj,40,08-Apr-20
sk,0,08-Apr-20
tg,49,08-Apr-20
tn,48,08-Apr-20
tr,0,08-Apr-20
tt,565,08-Apr-20
un,0,08-Apr-20
up,29,08-Apr-20
ut,4,08-Apr-20
wb,8,08-Apr-20
an,0,08-Apr-20
ap,1,08-Apr-20
ar,0,08-Apr-20
as,0,08-Apr-20
br,0,08-Apr-20
ch,0,08-Apr-20
ct,0,08-Apr-20
dd,0,08-Apr-20
dl,1,08-Apr-20
dn,0,08-Apr-20
ga,0,08-Apr-20
gj,0,08-Apr-20
hp,0,08-Apr-20
hr,1,08-Apr-20
jh,0,08-Apr-20
jk,2,08-Apr-20
ka,3,08-Apr-20
kl,13,08-Apr-20
la,0,08-Apr-20
ld,0,08-Apr-20
mh,38,08-Apr-20
ml,0,08-Apr-20
mn,0,08-Apr-20
mp,4,08-Apr-20
mz,0,08-Apr-20
nl,0,08-Apr-20
or,0,08-Apr-20
pb,0,08-Apr-20
py,0,08-Apr-20
rj,20,08-Apr-20
sk,0,08-Apr-20
tg,0,08-Apr-20
tn,2,08-Apr-20
tr,0,08-Apr-20
tt,96,08-Apr-20
un,0,08-Apr-20
up,10,08-Apr-20
ut,1,08-Apr-20
wb,0,08-Apr-20
an,0,08-Apr-20
ap,0,08-Apr-20
ar,0,08-Apr-20
as,0,08-Apr-20
br,0,08-Apr-20
ch,0,08-Apr-20
ct,0,08-Apr-20
dd,0,08-Apr-20
dl,0,08-Apr-20
dn,0,08-Apr-20
ga,0,08-Apr-20
gj,2,08-Apr-20
hp,0,08-Apr-20
hr,0,08-Apr-20
jh,0,08-Apr-20
jk,0,08-Apr-20
ka,1,08-Apr-20
kl,0,08-Apr-20
la,0,08-Apr-20
ld,0,08-Apr-20
mh,8,08-Apr-20
ml,0,08-Apr-20
mn,0,08-Apr-20
mp,3,08-Apr-20
mz,0,08-Apr-20
nl,0,08-Apr-20
or,0,08-Apr-20
pb,1,08-Apr-20
py,0,08-Apr-20
rj,1,08-Apr-20
sk,0,08-Apr-20
tg,0,08-Apr-20
tn,1,08-Apr-20
tr,0,08-Apr-20
tt,20,08-Apr-20
un,0,08-Apr-20
up,1,08-Apr-20
ut,0,08-Apr-20
wb,2,08-Apr-20
an,0,09-Apr-20
ap,15,09-Apr-20
ar,0,09-Apr-20
as,1,09-Apr-20
br,19,09-Apr-20
ch,0,09-Apr-20
ct,8,09-Apr-20
dd,0,09-Apr-20
dl,51,09-Apr-20
dn,0,09-Apr-20
ga,0,09-Apr-20
gj,76,09-Apr-20
hp,1,09-Apr-20
hr,3,09-Apr-20
jh,9,09-Apr-20
jk,26,09-Apr-20
ka,16,09-Apr-20
kl,12,09-Apr-20
la,0,09-Apr-20
ld,0,09-Apr-20
mh,229,09-Apr-20
ml,0,09-Apr-20
mn,0,09-Apr-20
mp,70,09-Apr-20
mz,0,09-Apr-20
nl,0,09-Apr-20
or,6,09-Apr-20
pb,24,09-Apr-20
py,0,09-Apr-20
rj,80,09-Apr-20
sk,0,09-Apr-20
tg,18,09-Apr-20
tn,96,09-Apr-20
tr,0,09-Apr-20
tt,813,09-Apr-20
un,0,09-Apr-20
up,49,09-Apr-20
ut,0,09-Apr-20
wb,4,09-Apr-20
an,10,09-Apr-20
ap,4,09-Apr-20
ar,0,09-Apr-20
as,0,09-Apr-20
br,0,09-Apr-20
ch,0,09-Apr-20
ct,0,09-Apr-20
dd,0,09-Apr-20
dl,4,09-Apr-20
dn,0,09-Apr-20
ga,0,09-Apr-20
gj,1,09-Apr-20
hp,0,09-Apr-20
hr,0,09-Apr-20
jh,0,09-Apr-20
jk,0,09-Apr-20
ka,2,09-Apr-20
kl,13,09-Apr-20
la,0,09-Apr-20
ld,0,09-Apr-20
mh,8,09-Apr-20
ml,0,09-Apr-20
mn,0,09-Apr-20
mp,0,09-Apr-20
mz,0,09-Apr-20
nl,0,09-Apr-20
or,0,09-Apr-20
pb,4,09-Apr-20
py,0,09-Apr-20
rj,15,09-Apr-20
sk,0,09-Apr-20
tg,0,09-Apr-20
tn,6,09-Apr-20
tr,0,09-Apr-20
tt,70,09-Apr-20
un,0,09-Apr-20
up,0,09-Apr-20
ut,0,09-Apr-20
wb,3,09-Apr-20
an,0,09-Apr-20
ap,2,09-Apr-20
ar,0,09-Apr-20
as,0,09-Apr-20
br,0,09-Apr-20
ch,0,09-Apr-20
ct,0,09-Apr-20
dd,0,09-Apr-20
dl,3,09-Apr-20
dn,0,09-Apr-20
ga,0,09-Apr-20
gj,2,09-Apr-20
hp,0,09-Apr-20
hr,0,09-Apr-20
jh,1,09-Apr-20
jk,1,09-Apr-20
ka,1,09-Apr-20
kl,0,09-Apr-20
la,0,09-Apr-20
ld,0,09-Apr-20
mh,25,09-Apr-20
ml,0,09-Apr-20
mn,0,09-Apr-20
mp,9,09-Apr-20
mz,0,09-Apr-20
nl,0,09-Apr-20
or,0,09-Apr-20
pb,1,09-Apr-20
py,0,09-Apr-20
rj,0,09-Apr-20
sk,0,09-Apr-20
tg,1,09-Apr-20
tn,0,09-Apr-20
tr,0,09-Apr-20
tt,46,09-Apr-20
un,0,09-Apr-20
up,0,09-Apr-20
ut,0,09-Apr-20
wb,0,09-Apr-20
an,0,10-Apr-20
ap,18,10-Apr-20
ar,0,10-Apr-20
as,0,10-Apr-20
br,2,10-Apr-20
ch,1,10-Apr-20
ct,0,10-Apr-20
dd,0,10-Apr-20
dl,183,10-Apr-20
dn,0,10-Apr-20
ga,0,10-Apr-20
gj,116,10-Apr-20
hp,0,10-Apr-20
hr,6,10-Apr-20
jh,1,10-Apr-20
jk,23,10-Apr-20
ka,10,10-Apr-20
kl,7,10-Apr-20
la,1,10-Apr-20
ld,0,10-Apr-20
mh,210,10-Apr-20
ml,0,10-Apr-20
mn,0,10-Apr-20
mp,40,10-Apr-20
mz,0,10-Apr-20
nl,0,10-Apr-20
or,2,10-Apr-20
pb,21,10-Apr-20
py,2,10-Apr-20
rj,98,10-Apr-20
sk,0,10-Apr-20
tg,16,10-Apr-20
tn,77,10-Apr-20
tr,1,10-Apr-20
tt,871,10-Apr-20
un,0,10-Apr-20
up,23,10-Apr-20
ut,0,10-Apr-20
wb,13,10-Apr-20
an,0,10-Apr-20
ap,0,10-Apr-20
ar,0,10-Apr-20
as,0,10-Apr-20
br,0,10-Apr-20
ch,0,10-Apr-20
ct,0,10-Apr-20
dd,0,10-Apr-20
dl,2,10-Apr-20
dn,0,10-Apr-20
ga,1,10-Apr-20
gj,7,10-Apr-20
hp,0,10-Apr-20
hr,4,10-Apr-20
jh,0,10-Apr-20
jk,0,10-Apr-20
ka,4,10-Apr-20
kl,27,10-Apr-20
la,1,10-Apr-20
ld,0,10-Apr-20
mh,63,10-Apr-20
ml,0,10-Apr-20
mn,0,10-Apr-20
mp,12,10-Apr-20
mz,0,10-Apr-20
nl,0,10-Apr-20
or,10,10-Apr-20
pb,2,10-Apr-20
py,0,10-Apr-20
rj,0,10-Apr-20
sk,0,10-Apr-20
tg,0,10-Apr-20
tn,17,10-Apr-20
tr,0,10-Apr-20
tt,151,10-Apr-20
un,0,10-Apr-20
up,1,10-Apr-20
ut,0,10-Apr-20
wb,0,10-Apr-20
an,0,10-Apr-20
ap,0,10-Apr-20
ar,0,10-Apr-20
as,1,10-Apr-20
br,0,10-Apr-20
ch,0,10-Apr-20
ct,0,10-Apr-20
dd,0,10-Apr-20
dl,2,10-Apr-20
dn,0,10-Apr-20
ga,0,10-Apr-20
gj,1,10-Apr-20
hp,0,10-Apr-20
hr,0,10-Apr-20
jh,0,10-Apr-20
jk,0,10-Apr-20
ka,0,10-Apr-20
kl,0,10-Apr-20
la,0,10-Apr-20
ld,0,10-Apr-20
mh,12,10-Apr-20
ml,0,10-Apr-20
mn,0,10-Apr-20
mp,4,10-Apr-20
mz,0,10-Apr-20
nl,0,10-Apr-20
or,0,10-Apr-20
pb,1,10-Apr-20
py,0,10-Apr-20
rj,0,10-Apr-20
sk,0,10-Apr-20
tg,0,10-Apr-20
tn,1,10-Apr-20
tr,0,10-Apr-20
tt,22,10-Apr-20
un,0,10-Apr-20
up,0,10-Apr-20
ut,0,10-Apr-20
wb,0,10-Apr-20
an,0,11-Apr-20
ap,24,11-Apr-20
ar,0,11-Apr-20
